Examens,Sujet,Nom,Prénom,Matiere,Lycée,Surveillant,Date
764,Examen 2eme Trimestre;2,Hodges,Derek,Hist-Géo;2,Lycée Clemenceau;5Lycée Saint Stanislas;6,Marcel Didier;10,1980-04-16 02:20:14
765,Examen 3eme Trimestre;3,Shaw,Jose,Francais;5,Notre Dame de toutes Aides;3,Sophie Parent;11,2009-10-28 15:57:50
766,Examen 2eme Trimestre;2,Scott,Joel,Anglais;4,Lycée Clemenceau;5Lycée Saint Stanislas;6,Juliette Renault;13,1975-09-07 14:37:31
767,Examen 2eme Trimestre;2,Villarreal,Anthony,Francais;5,Chavagne;2,Juliette Renault;13,2021-10-03 02:28:22
768,Examen 3eme Trimestre;3,Medina,Valerie,Anglais;4,Loquidy;1,Marcel Didier;10,1981-05-02 20:47:25
769,Examen 3eme Trimestre;3,Hernandez,Patricia,Anglais;4,La Perverie;4,Jacqueline de Bruneau;7,1976-08-29 08:39:31
770,Examen Ier Trimestre;1,Rivera,Robin,Math;1,Loquidy;1,Juliette Renault;13,2009-10-20 00:28:15
771,Examen Ier Trimestre;1,Kirk,Nicholas,Math;1,Loquidy;1,Marguerite Michel;8,1994-08-29 05:20:57
772,Examen 2eme Trimestre;2,Oconnell,Frank,Anglais;4,Notre Dame de toutes Aides;3,Eleonore Leroy Le Giraud;14,2017-03-25 02:46:23
773,Examen Ier Trimestre;1,Lambert,Elizabeth,Francais;5,Notre Dame de toutes Aides;3,Corinne du Gaillard;1,1972-01-25 00:42:08
774,Examen 2eme Trimestre;2,Rose,Kelly,Francais;5,Lycée Clemenceau;5Lycée Saint Stanislas;6,Jacqueline de Bruneau;7,2013-01-22 14:53:49
775,Examen Ier Trimestre;1,Benjamin,Debra,Allemand;3,Notre Dame de toutes Aides;3,Pauline Boulay	;3,2000-06-10 02:10:06
776,Examen 2eme Trimestre;2,Flowers,Andrea,Francais;5,La Perverie;4,Juliette Renault;13,1989-09-03 22:09:50
777,Examen Ier Trimestre;1,Charles,Linda,Anglais;4,La Perverie;4,Eleonore Leroy Le Giraud;14,1998-07-20 17:28:27
778,Examen Ier Trimestre;1,Robinson,William,Anglais;4,La Perverie;4,Raymond-Philippe Bernard;4,2009-11-18 04:23:38
779,Examen 2eme Trimestre;2,Clark,David,Francais;5,Chavagne;2,Marguerite Michel;8,2009-10-07 19:18:25
780,Examen 3eme Trimestre;3,Stephenson,Tonya,Francais;5,La Perverie;4,Juliette Renault;13,1985-02-22 23:47:38
781,Examen 2eme Trimestre;2,Sharp,Pamela,Math;1,Notre Dame de toutes Aides;3,Corinne du Gaillard;1,1992-12-22 16:32:59
782,Examen 3eme Trimestre;3,Chang,Ryan,Allemand;3,Chavagne;2,Jacqueline de Bruneau;7,1981-06-26 07:46:45
783,Examen 3eme Trimestre;3,Martinez,Frank,Hist-Géo;2,Lycée Clemenceau;5Lycée Saint Stanislas;6,Daniel Bertin-Martin;5,1978-02-13 08:41:40
784,Examen Ier Trimestre;1,Williams,Robert,Francais;5,Lycée Clemenceau;5Lycée Saint Stanislas;6,Eleonore Leroy Le Giraud;14,2003-03-03 04:01:18
785,Examen Ier Trimestre;1,Marshall,Rita,Francais;5,Notre Dame de toutes Aides;3,Juliette Renault;13,1996-01-23 00:25:24
786,Examen 3eme Trimestre;3,Johnson,Amber,Francais;5,Lycée Clemenceau;5Lycée Saint Stanislas;6,Emmanuel Fernandes-Lopez	;	2	,2009-07-25 03:50:50
787,Examen 3eme Trimestre;3,Williams,Christie,Hist-Géo;2,Lycée Clemenceau;5Lycée Saint Stanislas;6,Raymond-Philippe Bernard;4,1972-06-27 04:39:17
788,Examen Ier Trimestre;1,Mcdonald,Nicholas,Francais;5,Chavagne;2,Corinne du Gaillard;1,2014-08-03 23:29:59
789,Examen 2eme Trimestre;2,Smith,Laurie,Math;1,Chavagne;2,Thibaut Boulay;6,1999-12-26 09:12:04
790,Examen 3eme Trimestre;3,Fernandez,Julia,Allemand;3,Lycée Clemenceau;5Lycée Saint Stanislas;6,Jacqueline de Bruneau;7,1988-03-20 18:49:36
791,Examen 2eme Trimestre;2,Cooper,Kathy,Hist-Géo;2,Chavagne;2,Daniel Bertin-Martin;5,2015-05-08 17:29:04
792,Examen 3eme Trimestre;3,Hoover,Kenneth,Allemand;3,Lycée Clemenceau;5Lycée Saint Stanislas;6,Emmanuel Fernandes-Lopez	;	2	,2004-03-12 16:47:24
793,Examen Ier Trimestre;1,Bell,Barry,Math;1,La Perverie;4,Eleonore Leroy Le Giraud;14,1983-03-18 18:36:56
794,Examen Ier Trimestre;1,Gonzalez,Denise,Allemand;3,Lycée Clemenceau;5Lycée Saint Stanislas;6,Sophie Parent;11,1987-04-04 10:08:09
795,Examen 2eme Trimestre;2,Yu,Meghan,Hist-Géo;2,La Perverie;4,Pauline Boulay	;3,1998-05-13 15:02:38
796,Examen 2eme Trimestre;2,Lopez,Brian,Francais;5,Chavagne;2,Corinne du Gaillard;1,2007-09-09 10:24:46
797,Examen 3eme Trimestre;3,Brown,Frank,Francais;5,Chavagne;2,Juliette Renault;13,2003-07-03 11:59:25
798,Examen 3eme Trimestre;3,Hamilton,Jennifer,Anglais;4,Notre Dame de toutes Aides;3,Théophile-Michel Renault;12,2008-01-03 20:39:03
799,Examen 2eme Trimestre;2,Morales,Jessica,Allemand;3,Chavagne;2,Raymond-Philippe Bernard;4,1980-04-11 06:25:27
800,Examen Ier Trimestre;1,Allen,Brandy,Math;1,Chavagne;2,Théophile-Michel Renault;12,2004-12-05 04:09:19
801,Examen 2eme Trimestre;2,Baker,Courtney,Math;1,Loquidy;1,Thibaut Boulay;6,1978-06-03 07:33:21
802,Examen 2eme Trimestre;2,Vega,Valerie,Allemand;3,Chavagne;2,Emmanuel Fernandes-Lopez	;	2	,1999-03-27 19:01:35
803,Examen 3eme Trimestre;3,Arnold,Ernest,Math;1,Loquidy;1,Emmanuel Fernandes-Lopez	;	2	,2006-06-02 14:51:59
804,Examen 3eme Trimestre;3,Harrison,Benjamin,Math;1,Chavagne;2,Raymond-Philippe Bernard;4,2012-07-06 00:58:33
805,Examen Ier Trimestre;1,Werner,Johnny,Math;1,Lycée Clemenceau;5Lycée Saint Stanislas;6,Thibaut Boulay;6,2012-11-04 12:01:08
806,Examen 2eme Trimestre;2,Johnson,Anita,Anglais;4,Notre Dame de toutes Aides;3,Emmanuel Fernandes-Lopez	;	2	,2019-06-06 05:22:57
807,Examen 3eme Trimestre;3,Young,Ashley,Anglais;4,Loquidy;1,Eleonore Leroy Le Giraud;14,1972-04-25 11:36:17
808,Examen 3eme Trimestre;3,Miles,Dawn,Allemand;3,La Perverie;4,Marcel Didier;10,1979-07-05 08:05:46
809,Examen 2eme Trimestre;2,Bell,David,Math;1,Chavagne;2,Daniel Bertin-Martin;5,2002-08-10 20:34:59
810,Examen 3eme Trimestre;3,Carrillo,Rachel,Anglais;4,La Perverie;4,Thibaut Boulay;6,1984-06-10 20:46:09
811,Examen Ier Trimestre;1,Santos,Megan,Francais;5,La Perverie;4,Pauline Boulay	;3,2009-02-12 05:12:51
812,Examen Ier Trimestre;1,Villanueva,Linda,Math;1,La Perverie;4,Théophile-Michel Renault;12,2021-05-22 08:01:25
813,Examen 2eme Trimestre;2,Jones,Brian,Anglais;4,Loquidy;1,Augustin Gauthier-Allard;9,2021-02-13 00:14:38
814,Examen 2eme Trimestre;2,Jones,Tricia,Anglais;4,Chavagne;2,Raymond-Philippe Bernard;4,2002-07-14 18:20:07
815,Examen 3eme Trimestre;3,Johnston,Dylan,Anglais;4,Lycée Clemenceau;5Lycée Saint Stanislas;6,Augustin Gauthier-Allard;9,1992-08-11 14:44:11
816,Examen Ier Trimestre;1,James,Megan,Francais;5,Loquidy;1,Juliette Renault;13,2000-08-24 00:15:14
817,Examen 2eme Trimestre;2,Hall,Noah,Anglais;4,La Perverie;4,Théophile-Michel Renault;12,2005-02-20 12:19:24
818,Examen 2eme Trimestre;2,Miller,Whitney,Anglais;4,Lycée Clemenceau;5Lycée Saint Stanislas;6,Daniel Bertin-Martin;5,2022-12-13 17:29:55
819,Examen Ier Trimestre;1,Lee,Jesus,Allemand;3,Chavagne;2,Thibaut Boulay;6,1978-02-05 21:12:33
820,Examen 3eme Trimestre;3,Walters,Mary,Francais;5,Loquidy;1,Thibaut Boulay;6,2008-08-14 06:36:28
821,Examen Ier Trimestre;1,Chen,Garrett,Math;1,Loquidy;1,Jacqueline de Bruneau;7,1980-04-26 23:52:15
822,Examen Ier Trimestre;1,Keith,Steven,Allemand;3,La Perverie;4,Emmanuel Fernandes-Lopez	;	2	,2005-08-19 09:34:11
823,Examen 2eme Trimestre;2,Chapman,Christian,Anglais;4,La Perverie;4,Eleonore Leroy Le Giraud;14,1991-08-10 05:05:57
824,Examen 2eme Trimestre;2,Day,Jennifer,Allemand;3,Lycée Clemenceau;5Lycée Saint Stanislas;6,Théophile-Michel Renault;12,2001-01-07 17:24:14
825,Examen 2eme Trimestre;2,Thompson,Austin,Hist-Géo;2,Chavagne;2,Daniel Bertin-Martin;5,1988-09-23 22:57:47
826,Examen Ier Trimestre;1,Meyer,Philip,Anglais;4,La Perverie;4,Raymond-Philippe Bernard;4,1994-04-12 02:59:33
827,Examen 2eme Trimestre;2,Dunn,Donald,Francais;5,Loquidy;1,Marcel Didier;10,1978-01-26 11:39:30
828,Examen Ier Trimestre;1,Smith,Nancy,Anglais;4,Loquidy;1,Raymond-Philippe Bernard;4,2003-04-07 00:27:07
829,Examen Ier Trimestre;1,Adams,Thomas,Math;1,Notre Dame de toutes Aides;3,Pauline Boulay	;3,1987-10-09 17:54:18
830,Examen Ier Trimestre;1,Williams,Kayla,Allemand;3,Notre Dame de toutes Aides;3,Raymond-Philippe Bernard;4,2024-09-16 09:19:22
831,Examen 3eme Trimestre;3,Moreno,Eric,Allemand;3,La Perverie;4,Daniel Bertin-Martin;5,1974-01-08 04:10:06
832,Examen 3eme Trimestre;3,Harrison,Brenda,Allemand;3,Chavagne;2,Marcel Didier;10,2022-05-27 16:01:46
833,Examen 3eme Trimestre;3,Reynolds,Andrea,Francais;5,Lycée Clemenceau;5Lycée Saint Stanislas;6,Corinne du Gaillard;1,2023-12-16 19:42:24
834,Examen 2eme Trimestre;2,Rivera,Mark,Hist-Géo;2,Chavagne;2,Augustin Gauthier-Allard;9,1991-03-24 11:19:21
835,Examen Ier Trimestre;1,Evans,Kathleen,Anglais;4,Lycée Clemenceau;5Lycée Saint Stanislas;6,Eleonore Leroy Le Giraud;14,2022-08-03 15:05:30
836,Examen 2eme Trimestre;2,Davis,David,Math;1,La Perverie;4,Thibaut Boulay;6,2024-07-09 06:34:16
837,Examen 2eme Trimestre;2,Gordon,David,Anglais;4,Lycée Clemenceau;5Lycée Saint Stanislas;6,Marcel Didier;10,2018-11-20 04:18:46
838,Examen 2eme Trimestre;2,Smith,Jennifer,Hist-Géo;2,Chavagne;2,Raymond-Philippe Bernard;4,1998-03-14 06:22:04
839,Examen Ier Trimestre;1,Villanueva,Joe,Anglais;4,Lycée Clemenceau;5Lycée Saint Stanislas;6,Emmanuel Fernandes-Lopez	;	2	,2009-11-01 19:19:02
840,Examen 2eme Trimestre;2,Chan,Patrick,Anglais;4,La Perverie;4,Marcel Didier;10,1983-04-01 20:48:05
841,Examen 2eme Trimestre;2,Miller,Kimberly,Francais;5,Chavagne;2,Daniel Bertin-Martin;5,2014-04-26 01:24:48
842,Examen 3eme Trimestre;3,Montgomery,Terri,Allemand;3,Chavagne;2,Théophile-Michel Renault;12,1972-03-06 19:46:35
843,Examen 2eme Trimestre;2,Anderson,James,Francais;5,La Perverie;4,Marcel Didier;10,2004-08-26 19:54:22
844,Examen Ier Trimestre;1,Johnson,Andre,Allemand;3,Notre Dame de toutes Aides;3,Sophie Parent;11,2016-12-29 12:10:30
845,Examen Ier Trimestre;1,Richmond,James,Hist-Géo;2,Loquidy;1,Augustin Gauthier-Allard;9,1994-12-12 03:35:59
846,Examen 3eme Trimestre;3,Osborn,Terrence,Francais;5,Notre Dame de toutes Aides;3,Emmanuel Fernandes-Lopez	;	2	,1977-02-19 12:23:01
847,Examen 3eme Trimestre;3,Nelson,Tristan,Math;1,Loquidy;1,Augustin Gauthier-Allard;9,2006-02-22 14:02:41
848,Examen 2eme Trimestre;2,Strickland,Lawrence,Hist-Géo;2,Chavagne;2,Marguerite Michel;8,1970-08-06 04:53:39
849,Examen 3eme Trimestre;3,Johnson,Rebecca,Anglais;4,La Perverie;4,Thibaut Boulay;6,2016-08-03 14:43:33
850,Examen Ier Trimestre;1,Odom,Heather,Anglais;4,La Perverie;4,Corinne du Gaillard;1,2008-07-05 10:21:47
851,Examen 2eme Trimestre;2,Lopez,Madison,Allemand;3,La Perverie;4,Sophie Parent;11,2023-10-21 01:00:29
852,Examen 2eme Trimestre;2,Cummings,Derrick,Allemand;3,Chavagne;2,Eleonore Leroy Le Giraud;14,1978-07-20 09:39:40
853,Examen Ier Trimestre;1,Reyes,Robert,Anglais;4,Lycée Clemenceau;5Lycée Saint Stanislas;6,Thibaut Boulay;6,2011-03-12 02:45:49
854,Examen 2eme Trimestre;2,Jennings,Jocelyn,Francais;5,Lycée Clemenceau;5Lycée Saint Stanislas;6,Jacqueline de Bruneau;7,1984-08-21 09:44:45
855,Examen 2eme Trimestre;2,Lee,Renee,Allemand;3,Lycée Clemenceau;5Lycée Saint Stanislas;6,Jacqueline de Bruneau;7,2020-01-18 07:23:53
856,Examen 3eme Trimestre;3,Brooks,Richard,Anglais;4,Lycée Clemenceau;5Lycée Saint Stanislas;6,Jacqueline de Bruneau;7,1974-04-28 11:00:34
857,Examen 3eme Trimestre;3,Johnson,Martin,Francais;5,Chavagne;2,Jacqueline de Bruneau;7,1974-09-25 07:34:44
858,Examen 2eme Trimestre;2,Cooper,Timothy,Math;1,Lycée Clemenceau;5Lycée Saint Stanislas;6,Théophile-Michel Renault;12,1988-12-26 21:36:03
859,Examen 3eme Trimestre;3,Stokes,Erica,Hist-Géo;2,Notre Dame de toutes Aides;3,Marguerite Michel;8,2020-08-23 09:38:57
860,Examen 3eme Trimestre;3,Dickson,Tracy,Anglais;4,Loquidy;1,Eleonore Leroy Le Giraud;14,2006-06-16 08:56:48
861,Examen Ier Trimestre;1,Holloway,Regina,Hist-Géo;2,La Perverie;4,Emmanuel Fernandes-Lopez	;	2	,1978-08-04 12:03:41
862,Examen 3eme Trimestre;3,Hurley,Deborah,Francais;5,Lycée Clemenceau;5Lycée Saint Stanislas;6,Juliette Renault;13,1994-01-31 16:43:39
863,Examen 3eme Trimestre;3,Powers,Christopher,Francais;5,Lycée Clemenceau;5Lycée Saint Stanislas;6,Marguerite Michel;8,1989-05-07 04:20:25
864,Examen Ier Trimestre;1,Rogers,Samantha,Anglais;4,Loquidy;1,Eleonore Leroy Le Giraud;14,1977-07-13 13:41:47
865,Examen 3eme Trimestre;3,Baker,Dale,Anglais;4,Chavagne;2,Marcel Didier;10,2012-11-16 01:42:44
866,Examen 3eme Trimestre;3,Tran,Jose,Anglais;4,Chavagne;2,Emmanuel Fernandes-Lopez	;	2	,2009-01-23 10:28:45
867,Examen Ier Trimestre;1,Torres,Eddie,Francais;5,La Perverie;4,Thibaut Boulay;6,1983-09-18 15:29:32
868,Examen Ier Trimestre;1,Ortiz,Alyssa,Francais;5,La Perverie;4,Juliette Renault;13,1972-05-19 15:32:17
869,Examen 3eme Trimestre;3,Maynard,Christopher,Francais;5,La Perverie;4,Corinne du Gaillard;1,1977-04-25 17:28:31
870,Examen Ier Trimestre;1,Powell,Derrick,Allemand;3,Chavagne;2,Daniel Bertin-Martin;5,2020-12-28 15:02:57
871,Examen 2eme Trimestre;2,Gonzales,David,Math;1,Loquidy;1,Emmanuel Fernandes-Lopez	;	2	,2015-04-19 18:54:46
872,Examen 2eme Trimestre;2,Reid,Amy,Francais;5,La Perverie;4,Pauline Boulay	;3,2002-07-20 00:29:00
873,Examen Ier Trimestre;1,Orozco,Cody,Hist-Géo;2,La Perverie;4,Eleonore Leroy Le Giraud;14,2008-01-14 02:11:42
874,Examen Ier Trimestre;1,Crane,Derrick,Hist-Géo;2,La Perverie;4,Corinne du Gaillard;1,2003-08-11 22:51:23
875,Examen Ier Trimestre;1,Ochoa,Amy,Hist-Géo;2,Notre Dame de toutes Aides;3,Thibaut Boulay;6,2007-09-23 12:30:24
876,Examen 3eme Trimestre;3,Peters,Rebekah,Anglais;4,La Perverie;4,Marguerite Michel;8,1992-06-01 00:11:29
877,Examen 2eme Trimestre;2,Holmes,Eugene,Allemand;3,Chavagne;2,Eleonore Leroy Le Giraud;14,2010-08-18 07:46:20
878,Examen 2eme Trimestre;2,Kramer,Jimmy,Anglais;4,Lycée Clemenceau;5Lycée Saint Stanislas;6,Juliette Renault;13,2015-06-16 12:19:39
879,Examen Ier Trimestre;1,Lowe,Nicholas,Anglais;4,Loquidy;1,Eleonore Leroy Le Giraud;14,2020-02-27 17:14:10
880,Examen 2eme Trimestre;2,Howard,Ashley,Allemand;3,Lycée Clemenceau;5Lycée Saint Stanislas;6,Raymond-Philippe Bernard;4,2019-07-28 12:26:28
881,Examen 3eme Trimestre;3,Hughes,Samantha,Francais;5,Lycée Clemenceau;5Lycée Saint Stanislas;6,Raymond-Philippe Bernard;4,2019-10-31 00:16:15
882,Examen Ier Trimestre;1,Atkins,Anne,Francais;5,La Perverie;4,Daniel Bertin-Martin;5,1971-11-24 09:00:47
883,Examen 2eme Trimestre;2,Beasley,Erica,Math;1,Lycée Clemenceau;5Lycée Saint Stanislas;6,Augustin Gauthier-Allard;9,1975-04-02 05:01:18
884,Examen 2eme Trimestre;2,Mcgee,Nicole,Francais;5,Chavagne;2,Marcel Didier;10,2023-04-04 19:26:26
885,Examen 2eme Trimestre;2,Williams,Lisa,Allemand;3,Loquidy;1,Daniel Bertin-Martin;5,2005-02-12 03:01:12
886,Examen 2eme Trimestre;2,Powers,Sabrina,Hist-Géo;2,Chavagne;2,Emmanuel Fernandes-Lopez	;	2	,2011-11-14 03:35:00
887,Examen Ier Trimestre;1,Wells,Vanessa,Math;1,Notre Dame de toutes Aides;3,Daniel Bertin-Martin;5,1993-08-14 02:14:27
888,Examen Ier Trimestre;1,Collins,Donna,Francais;5,Notre Dame de toutes Aides;3,Pauline Boulay	;3,1974-05-27 16:14:34
889,Examen 2eme Trimestre;2,Hickman,Brittany,Anglais;4,Lycée Clemenceau;5Lycée Saint Stanislas;6,Pauline Boulay	;3,1974-12-07 04:53:00
890,Examen 2eme Trimestre;2,Liu,Andrew,Math;1,La Perverie;4,Pauline Boulay	;3,2016-12-10 20:25:49
891,Examen 2eme Trimestre;2,Kelly,Ashley,Francais;5,Notre Dame de toutes Aides;3,Daniel Bertin-Martin;5,1995-04-24 09:21:19
892,Examen Ier Trimestre;1,Graham,Gina,Math;1,Chavagne;2,Emmanuel Fernandes-Lopez	;	2	,2002-01-21 02:38:19
893,Examen 3eme Trimestre;3,Thomas,Christina,Anglais;4,La Perverie;4,Corinne du Gaillard;1,1971-04-21 08:11:26
894,Examen 2eme Trimestre;2,Guerrero,Tyler,Allemand;3,Loquidy;1,Raymond-Philippe Bernard;4,2023-03-27 13:40:09
895,Examen 3eme Trimestre;3,Mcguire,Joe,Hist-Géo;2,Notre Dame de toutes Aides;3,Eleonore Leroy Le Giraud;14,2009-07-29 13:38:41
896,Examen 3eme Trimestre;3,Davis,Kurt,Francais;5,Chavagne;2,Juliette Renault;13,2007-06-12 08:17:06
897,Examen 2eme Trimestre;2,Ruiz,Nancy,Allemand;3,Notre Dame de toutes Aides;3,Emmanuel Fernandes-Lopez	;	2	,1993-01-20 05:41:25
898,Examen 2eme Trimestre;2,Singh,Angela,Anglais;4,Notre Dame de toutes Aides;3,Jacqueline de Bruneau;7,2005-05-31 10:57:39
899,Examen 2eme Trimestre;2,Richardson,Joel,Anglais;4,Notre Dame de toutes Aides;3,Sophie Parent;11,2013-09-02 07:21:00
900,Examen 2eme Trimestre;2,Ramos,Michael,Anglais;4,Chavagne;2,Augustin Gauthier-Allard;9,2010-05-05 17:09:41
901,Examen Ier Trimestre;1,Gordon,Michael,Math;1,La Perverie;4,Eleonore Leroy Le Giraud;14,2024-08-31 20:14:12
902,Examen 2eme Trimestre;2,Rice,Jacob,Allemand;3,Lycée Clemenceau;5Lycée Saint Stanislas;6,Thibaut Boulay;6,2024-07-07 10:32:41
903,Examen Ier Trimestre;1,Mathews,Natalie,Math;1,Loquidy;1,Emmanuel Fernandes-Lopez	;	2	,2000-08-28 16:12:54
904,Examen 3eme Trimestre;3,Smith,Grace,Allemand;3,Lycée Clemenceau;5Lycée Saint Stanislas;6,Marguerite Michel;8,2004-04-03 13:44:22
905,Examen 3eme Trimestre;3,Zavala,Sharon,Math;1,Loquidy;1,Juliette Renault;13,1978-04-12 22:56:35
906,Examen Ier Trimestre;1,Jones,Glenn,Anglais;4,Loquidy;1,Théophile-Michel Renault;12,2024-07-11 06:43:26
907,Examen 3eme Trimestre;3,Miller,Dawn,Francais;5,La Perverie;4,Marcel Didier;10,1975-11-12 13:37:26
908,Examen 2eme Trimestre;2,Travis,Michael,Math;1,Chavagne;2,Daniel Bertin-Martin;5,1988-11-07 16:09:47
909,Examen 2eme Trimestre;2,Mann,Kyle,Francais;5,La Perverie;4,Eleonore Leroy Le Giraud;14,1983-10-22 23:40:32
910,Examen 2eme Trimestre;2,Ingram,Brian,Allemand;3,La Perverie;4,Corinne du Gaillard;1,1972-10-30 16:58:19
911,Examen Ier Trimestre;1,Richardson,Phillip,Anglais;4,La Perverie;4,Augustin Gauthier-Allard;9,2016-07-12 00:00:02
912,Examen 3eme Trimestre;3,Fernandez,Greg,Anglais;4,Notre Dame de toutes Aides;3,Juliette Renault;13,1979-10-23 20:29:32
913,Examen 2eme Trimestre;2,Hardy,Judy,Math;1,Loquidy;1,Emmanuel Fernandes-Lopez	;	2	,2019-03-28 01:36:54
914,Examen Ier Trimestre;1,Taylor,John,Hist-Géo;2,Notre Dame de toutes Aides;3,Sophie Parent;11,1997-11-10 17:32:48
915,Examen Ier Trimestre;1,Villa,Dwayne,Francais;5,Loquidy;1,Emmanuel Fernandes-Lopez	;	2	,1989-10-10 10:35:56
916,Examen 2eme Trimestre;2,Barber,William,Francais;5,Chavagne;2,Eleonore Leroy Le Giraud;14,1996-08-13 18:55:48
917,Examen Ier Trimestre;1,Daniel,Christopher,Anglais;4,Loquidy;1,Marcel Didier;10,2023-03-07 23:26:32
918,Examen Ier Trimestre;1,Mason,Craig,Anglais;4,Loquidy;1,Corinne du Gaillard;1,1971-07-30 03:24:40
919,Examen 3eme Trimestre;3,Miller,Steven,Allemand;3,La Perverie;4,Marcel Didier;10,2018-09-29 03:08:13
920,Examen 2eme Trimestre;2,Miller,Janice,Allemand;3,Lycée Clemenceau;5Lycée Saint Stanislas;6,Jacqueline de Bruneau;7,1976-02-21 12:33:13
921,Examen 3eme Trimestre;3,Small,Garrett,Allemand;3,Lycée Clemenceau;5Lycée Saint Stanislas;6,Augustin Gauthier-Allard;9,1985-12-23 14:41:22
922,Examen 3eme Trimestre;3,Jensen,Brandon,Hist-Géo;2,Loquidy;1,Emmanuel Fernandes-Lopez	;	2	,1991-03-15 06:01:31
923,Examen 3eme Trimestre;3,Jones,Matthew,Francais;5,Lycée Clemenceau;5Lycée Saint Stanislas;6,Raymond-Philippe Bernard;4,1982-07-07 22:20:43
924,Examen 2eme Trimestre;2,Townsend,Gail,Francais;5,Notre Dame de toutes Aides;3,Jacqueline de Bruneau;7,1971-08-06 08:29:43
925,Examen Ier Trimestre;1,Flores,Karen,Francais;5,Chavagne;2,Juliette Renault;13,2010-07-08 18:02:18
926,Examen 2eme Trimestre;2,Barton,Joseph,Anglais;4,La Perverie;4,Marcel Didier;10,2017-06-17 04:46:27
927,Examen 2eme Trimestre;2,Nichols,Jeremy,Hist-Géo;2,Lycée Clemenceau;5Lycée Saint Stanislas;6,Eleonore Leroy Le Giraud;14,1975-03-09 13:07:08
928,Examen 3eme Trimestre;3,Hoover,Samantha,Anglais;4,Notre Dame de toutes Aides;3,Théophile-Michel Renault;12,2015-08-15 23:00:09
929,Examen 3eme Trimestre;3,Ware,Scott,Francais;5,Loquidy;1,Jacqueline de Bruneau;7,1973-03-21 16:51:40
930,Examen Ier Trimestre;1,Johnson,Beverly,Allemand;3,Notre Dame de toutes Aides;3,Daniel Bertin-Martin;5,1997-03-23 11:34:19
931,Examen 2eme Trimestre;2,Solomon,Jared,Hist-Géo;2,La Perverie;4,Théophile-Michel Renault;12,2019-03-14 02:32:18
932,Examen Ier Trimestre;1,Smith,Christine,Francais;5,La Perverie;4,Juliette Renault;13,1979-04-27 02:58:18
933,Examen 2eme Trimestre;2,Harvey,Jennifer,Francais;5,Chavagne;2,Eleonore Leroy Le Giraud;14,2025-01-14 02:15:23
934,Examen Ier Trimestre;1,Romero,Holly,Allemand;3,La Perverie;4,Thibaut Boulay;6,1990-06-23 08:41:22
935,Examen 3eme Trimestre;3,Hanson,Sarah,Hist-Géo;2,Chavagne;2,Théophile-Michel Renault;12,1990-12-04 05:24:38
936,Examen 3eme Trimestre;3,Petersen,Rebecca,Anglais;4,La Perverie;4,Corinne du Gaillard;1,1987-03-27 03:04:44
937,Examen 2eme Trimestre;2,Rogers,Laura,Math;1,La Perverie;4,Jacqueline de Bruneau;7,2016-08-06 16:36:47
938,Examen 2eme Trimestre;2,Wilson,Jennifer,Allemand;3,Lycée Clemenceau;5Lycée Saint Stanislas;6,Marcel Didier;10,1973-02-26 22:45:34
939,Examen 2eme Trimestre;2,Farrell,Janice,Math;1,Chavagne;2,Sophie Parent;11,2015-01-23 18:03:37
940,Examen 3eme Trimestre;3,Rodriguez,Jonathan,Francais;5,Loquidy;1,Juliette Renault;13,2002-03-24 18:23:43
941,Examen 3eme Trimestre;3,Schultz,Todd,Francais;5,Loquidy;1,Augustin Gauthier-Allard;9,1995-05-12 07:00:33
942,Examen 3eme Trimestre;3,Hernandez,Kelly,Hist-Géo;2,La Perverie;4,Théophile-Michel Renault;12,1971-02-06 12:50:35
943,Examen 2eme Trimestre;2,Jones,Matthew,Hist-Géo;2,Chavagne;2,Eleonore Leroy Le Giraud;14,2008-12-25 14:17:25
944,Examen Ier Trimestre;1,Dillon,Johnny,Anglais;4,La Perverie;4,Eleonore Leroy Le Giraud;14,1992-01-17 13:21:36
945,Examen 2eme Trimestre;2,Stanley,Raymond,Math;1,Lycée Clemenceau;5Lycée Saint Stanislas;6,Thibaut Boulay;6,2013-07-12 14:07:00
946,Examen Ier Trimestre;1,Barber,David,Anglais;4,Lycée Clemenceau;5Lycée Saint Stanislas;6,Emmanuel Fernandes-Lopez	;	2	,1991-04-08 06:12:24
947,Examen 3eme Trimestre;3,Allen,Daniel,Allemand;3,Notre Dame de toutes Aides;3,Marguerite Michel;8,2018-05-02 09:02:10
948,Examen 3eme Trimestre;3,Brown,Kevin,Allemand;3,Loquidy;1,Sophie Parent;11,2018-04-07 02:24:25
949,Examen 3eme Trimestre;3,Sharp,Karen,Allemand;3,Chavagne;2,Marcel Didier;10,1970-05-01 18:26:39
950,Examen 2eme Trimestre;2,Huang,William,Francais;5,Notre Dame de toutes Aides;3,Jacqueline de Bruneau;7,2022-07-03 21:01:23
951,Examen Ier Trimestre;1,Kramer,Misty,Hist-Géo;2,Notre Dame de toutes Aides;3,Augustin Gauthier-Allard;9,2024-09-06 02:30:47
952,Examen 3eme Trimestre;3,Nelson,Melissa,Allemand;3,Notre Dame de toutes Aides;3,Daniel Bertin-Martin;5,1996-12-20 04:40:17
953,Examen Ier Trimestre;1,Evans,Curtis,Math;1,Loquidy;1,Daniel Bertin-Martin;5,2019-01-06 02:53:41
